INVOICE_ID,SUPPLIER_ID,PURCHASE_ORDER_ID,INVOICE_DATE,AMOUNT_EXCLUDING_TAX,TAX_AMOUNT,TOTAL_AMOUNT,CURRENCY_CODE
216994,4,1385,2021-04-17,1006764.00,151014.60,1157778.60,
216998,7,1386,2021-04-17,417164.10,62574.62,479738.72,
217376,4,1387,2021-04-20,1006596.00,150989.40,1157585.40,
217380,7,1388,2021-04-20,419072.30,62860.85,481933.15,
217383,4,1389,2021-04-20,1284.00,192.60,1476.60,
217670,4,1390,2021-04-21,1008696.00,151304.40,1160000.40,
217674,7,1391,2021-04-21,420908.90,63136.34,484045.24,
218172,4,1392,2021-04-22,1010304.00,151545.60,1161849.60,
218176,7,1393,2021-04-22,423425.90,63513.89,486939.79,
218504,4,1394,2021-04-23,1012596.00,151889.40,1164485.40,
218508,7,1395,2021-04-23,423097.00,63464.55,486561.55,
218977,4,1396,2021-04-24,1017696.00,152654.40,1170350.40,
218981,7,1397,2021-04-24,425835.30,63875.30,489710.60,
219551,4,1398,2021-04-27,1018728.00,152809.20,1171537.20,
219555,7,1399,2021-04-27,427319.60,64097.94,491417.54,
219557,4,1400,2021-04-27,168.00,25.20,193.20,
219559,7,1401,2021-04-27,192.00,28.80,220.80,
219914,4,1402,2021-04-28,1019160.00,152874.00,1172034.00,
219918,7,1403,2021-04-28,427212.00,64081.80,491293.80,
220295,4,1404,2021-04-29,1018836.00,152825.40,1171661.40,
220299,7,1405,2021-04-29,431193.50,64679.03,495872.53,
220759,4,1406,2021-04-30,1020990.00,153148.50,1174138.50,
220763,7,1407,2021-04-30,432888.20,64933.23,497821.43,
221198,4,1408,2021-05-01,1025202.00,153780.30,1178982.30,
221202,7,1409,2021-05-01,433195.20,64979.28,498174.48,
221863,4,1410,2021-05-04,1026762.00,154014.30,1180776.30,
221867,7,1411,2021-05-04,432943.10,64941.47,497884.57,
222207,4,1412,2021-05-05,1027956.00,154193.40,1182149.40,
222211,7,1413,2021-05-05,437022.50,65553.38,502575.88,
222692,4,1414,2021-05-06,1030350.00,154552.50,1184902.50,
222696,7,1415,2021-05-06,438983.80,65847.57,504831.37,
222968,4,1416,2021-05-07,1031754.00,154763.10,1186517.10,
222972,7,1417,2021-05-07,439614.50,65942.18,505556.68,
223250,4,1418,2021-05-08,1034880.00,155232.00,1190112.00,
223254,7,1419,2021-05-08,440255.80,66038.37,506294.17,
223890,4,1420,2021-05-11,1034268.00,155140.20,1189408.20,
223894,7,1421,2021-05-11,440599.00,66089.85,506688.85,
223899,4,1422,2021-05-11,2538.00,380.70,2918.70,
223901,7,1423,2021-05-11,665.00,99.75,764.75,
224092,4,1424,2021-05-12,1037370.00,155605.50,1192975.50,
224096,7,1425,2021-05-12,440216.70,66032.51,506249.21,
224509,4,1426,2021-05-13,1038810.00,155821.50,1194631.50,
224513,7,1427,2021-05-13,441009.90,66151.49,507161.39,
224734,4,1428,2021-05-14,1037646.00,155646.90,1193292.90,
224738,7,1429,2021-05-14,442468.30,66370.25,508838.55,
225144,4,1430,2021-05-15,1039320.00,155898.00,1195218.00,
225148,7,1431,2021-05-15,443082.30,66462.35,509544.65,
225776,4,1432,2021-05-18,1042104.00,156315.60,1198419.60,
225780,7,1433,2021-05-18,445583.00,66837.45,512420.45,
225786,4,1434,2021-05-18,4314.00,647.10,4961.10,
225790,7,1435,2021-05-18,1553.60,233.04,1786.64,
226131,4,1436,2021-05-19,1049022.00,157353.30,1206375.30,
226135,7,1437,2021-05-19,447597.30,67139.60,514736.90,
226428,4,1438,2021-05-20,1048362.00,157254.30,1205616.30,
226432,7,1439,2021-05-20,447230.00,67084.50,514314.50,
226847,4,1440,2021-05-21,1051878.00,157781.70,1209659.70,
226851,7,1441,2021-05-21,448406.90,67261.04,515667.94,
227340,4,1442,2021-05-22,1056732.00,158509.80,1215241.80,
227344,7,1443,2021-05-22,449240.30,67386.05,516626.35,
227805,4,1444,2021-05-25,1056216.00,158432.40,1214648.40,
227809,7,1445,2021-05-25,449986.00,67497.90,517483.90,
227814,4,1446,2021-05-25,3780.00,567.00,4347.00,
227816,7,1447,2021-05-25,76.80,11.52,88.32,
228134,4,1448,2021-05-26,1061040.00,159156.00,1220196.00,
228138,7,1449,2021-05-26,448615.30,67292.30,515907.60,
228611,4,1450,2021-05-27,1063152.00,159472.80,1222624.80,
228615,7,1451,2021-05-27,449953.20,67492.98,517446.18,
229043,4,1452,2021-05-28,1064010.00,159601.50,1223611.50,
229047,7,1453,2021-05-28,453528.80,68029.32,521558.12,
229355,4,1454,2021-05-29,1065636.00,159845.40,1225481.40,
229359,7,1455,2021-05-29,453689.50,68053.43,521742.93,
230079,4,1456,2021-06-01,1069614.00,160442.10,1230056.10,
230083,7,1457,2021-06-01,454912.00,68236.80,523148.80,
230088,4,1458,2021-06-01,2970.00,445.50,3415.50,
230090,7,1459,2021-06-01,285.00,42.75,327.75,
230490,4,1460,2021-06-02,1077528.00,161629.20,1239157.20,
230494,7,1461,2021-06-02,454928.50,68239.28,523167.78,
230829,4,1462,2021-06-03,1079424.00,161913.60,1241337.60,
230833,7,1463,2021-06-03,456979.20,68546.88,525526.08,
231246,4,1464,2021-06-04,1080984.00,162147.60,1243131.60,
231250,7,1465,2021-06-04,459030.20,68854.53,527884.73,
231654,4,1466,2021-06-05,1086468.00,162970.20,1249438.20,
231658,7,1467,2021-06-05,466592.40,69988.86,536581.26,
232369,4,1468,2021-06-08,1088742.00,163311.30,1252053.30,
232373,7,1469,2021-06-08,470741.80,70611.27,541353.07,
232377,4,1470,2021-06-08,2208.00,331.20,2539.20,
232380,7,1471,2021-06-08,2317.50,347.63,2665.13,
232721,4,1472,2021-06-09,1093530.00,164029.50,1257559.50,
232725,7,1473,2021-06-09,473106.40,70965.96,544072.36,
233194,4,1474,2021-06-10,1096272.00,164440.80,1260712.80,
233198,7,1475,2021-06-10,474444.70,71166.71,545611.41,
233692,4,1476,2021-06-11,1099380.00,164907.00,1264287.00,
233696,7,1477,2021-06-11,476071.50,71410.73,547482.23,
234020,4,1478,2021-06-12,1098540.00,164781.00,1263321.00,
234024,7,1479,2021-06-12,475799.20,71369.88,547169.08,
234531,4,1480,2021-06-15,1100826.00,165123.90,1265949.90,
234535,7,1481,2021-06-15,475714.90,71357.24,547072.14,
234537,4,1482,2021-06-15,672.00,100.80,772.80,
234539,7,1483,2021-06-15,153.60,23.04,176.64,
234833,4,1484,2021-06-16,1102590.00,165388.50,1267978.50,
234837,7,1485,2021-06-16,475704.20,71355.63,547059.83,
235129,4,1486,2021-06-17,1104534.00,165680.10,1270214.10,
235133,7,1487,2021-06-17,476248.50,71437.28,547685.78,
235498,4,1488,2021-06-18,1105674.00,165851.10,1271525.10,
235502,7,1489,2021-06-18,478005.20,71700.78,549705.98,
235796,4,1490,2021-06-19,1105182.00,165777.30,1270959.30,
235800,7,1491,2021-06-19,478286.70,71743.01,550029.71,
236347,4,1492,2021-06-22,1106982.00,166047.30,1273029.30,
236351,7,1493,2021-06-22,479229.90,71884.49,551114.39,
236353,4,1494,2021-06-22,252.00,37.80,289.80,
236356,7,1495,2021-06-22,743.80,111.57,855.37,
236592,4,1496,2021-06-23,1106538.00,165980.70,1272518.70,
236596,7,1497,2021-06-23,481087.20,72163.08,553250.28,
236840,4,1498,2021-06-24,1107678.00,166151.70,1273829.70,
236844,7,1499,2021-06-24,483193.00,72478.95,555671.95,
237165,4,1500,2021-06-25,1110852.00,166627.80,1277479.80,
237169,7,1501,2021-06-25,484503.70,72675.56,557179.26,
237553,4,1502,2021-06-26,1115046.00,167256.90,1282302.90,
237557,7,1503,2021-06-26,485026.70,72754.01,557780.71,
238331,4,1504,2021-06-29,1118436.00,167765.40,1286201.40,
238335,7,1505,2021-06-29,487867.40,73180.11,561047.51,
238725,4,1506,2021-06-30,1119030.00,167854.50,1286884.50,
238729,7,1507,2021-06-30,488210.80,73231.62,561442.42,
239034,4,1508,2021-07-01,1118730.00,167809.50,1286539.50,
239038,7,1509,2021-07-01,489883.50,73482.53,563366.03,
239350,4,1510,2021-07-02,1118178.00,167726.70,1285904.70,
239354,7,1511,2021-07-02,490027.60,73504.14,563531.74,
239865,4,1512,2021-07-03,1119714.00,167957.10,1287671.10,
239869,7,1513,2021-07-03,490137.30,73520.60,563657.90,
240304,4,1514,2021-07-06,1121304.00,168195.60,1289499.60,
240308,7,1515,2021-07-06,490159.10,73523.87,563682.97,
240310,4,1516,2021-07-06,840.00,126.00,966.00,
240312,7,1517,2021-07-06,285.00,42.75,327.75,
240785,4,1518,2021-07-07,1125630.00,168844.50,1294474.50,
240789,7,1519,2021-07-07,492193.10,73828.97,566022.07,
241301,4,1520,2021-07-08,1129206.00,169380.90,1298586.90,
241305,7,1521,2021-07-08,494790.60,74218.59,569009.19,
241591,4,1522,2021-07-09,1130754.00,169613.10,1300367.10,
241595,7,1523,2021-07-09,494231.30,74134.70,568366.00,
242092,4,1524,2021-07-10,1133106.00,169965.90,1303071.90,
242096,7,1525,2021-07-10,494182.00,74127.30,568309.30,
242706,4,1526,2021-07-13,1134714.00,170207.10,1304921.10,
242710,7,1527,2021-07-13,493891.50,74083.73,567975.23,
242714,4,1528,2021-07-13,1656.00,248.40,1904.40,
242716,7,1529,2021-07-13,307.20,46.08,353.28,
243032,4,1530,2021-07-14,1136964.00,170544.60,1307508.60,
243036,7,1531,2021-07-14,494500.30,74175.05,568675.35,
243487,4,1532,2021-07-15,1140096.00,171014.40,1311110.40,
243491,7,1533,2021-07-15,497819.70,74672.96,572492.66,
243935,4,1534,2021-07-16,1141308.00,171196.20,1312504.20,
243939,7,1535,2021-07-16,499008.00,74851.20,573859.20,
244377,4,1536,2021-07-17,1144752.00,171712.80,1316464.80,
244381,7,1537,2021-07-17,501605.50,75240.83,576846.33,
244875,4,1538,2021-07-20,1144404.00,171660.60,1316064.60,
244879,7,1539,2021-07-20,502406.20,75360.93,577767.13,
244881,4,1540,2021-07-20,84.00,12.60,96.60,
244884,7,1541,2021-07-20,1875.60,281.34,2156.94,
245267,4,1542,2021-07-21,1144986.00,171747.90,1316733.90,
245271,7,1543,2021-07-21,507023.60,76053.54,583077.14,
245579,4,1544,2021-07-22,1147986.00,172197.90,1320183.90,
245583,7,1545,2021-07-22,508926.70,76339.01,585265.71,
246026,4,1546,2021-07-23,1150080.00,172512.00,1322592.00,
246030,7,1547,2021-07-23,513207.50,76981.13,590188.63,
246548,4,1548,2021-07-24,1156194.00,173429.10,1329623.10,
246552,7,1549,2021-07-24,513647.70,77047.16,590694.86,
247206,4,1550,2021-07-27,1159374.00,173906.10,1333280.10,
247210,7,1551,2021-07-27,515713.10,77356.97,593070.07,
247214,4,1552,2021-07-27,1764.00,264.60,2028.60,
247218,7,1553,2021-07-27,912.00,136.80,1048.80,
247552,4,1554,2021-07-28,1162056.00,174308.40,1336364.40,
247556,7,1555,2021-07-28,516296.20,77444.43,593740.63,
247916,4,1556,2021-07-29,1163460.00,174519.00,1337979.00,
247920,7,1557,2021-07-29,515736.90,77360.54,593097.44,
248334,4,1558,2021-07-30,1166622.00,174993.30,1341615.30,
248338,7,1559,2021-07-30,516206.80,77431.02,593637.82,
248846,4,1560,2021-07-31,1171782.00,175767.30,1347549.30,
248850,7,1561,2021-07-31,518502.50,77775.38,596277.88,
249400,4,1562,2021-08-03,1172082.00,175812.30,1347894.30,
249404,7,1563,2021-08-03,518738.20,77810.73,596548.93,
249408,4,1564,2021-08-03,1812.00,271.80,2083.80,
249759,4,1565,2021-08-04,1177308.00,176596.20,1353904.20,
249763,7,1566,2021-08-04,518908.40,77836.26,596744.66,
250137,4,1567,2021-08-05,1180782.00,177117.30,1357899.30,
250141,7,1568,2021-08-05,519489.90,77923.49,597413.39,
250377,4,1569,2021-08-06,1181682.00,177252.30,1358934.30,
250381,7,1570,2021-08-06,520654.40,78098.16,598752.56,
250762,4,1571,2021-08-07,1181598.00,177239.70,1358837.70,
250766,7,1572,2021-08-07,523571.90,78535.79,602107.69,
251088,4,1573,2021-08-10,1180374.00,177056.10,1357430.10,
251092,7,1574,2021-08-10,523182.60,78477.39,601659.99,
251097,4,1575,2021-08-10,2112.00,316.80,2428.80,
251100,7,1576,2021-08-10,1936.00,290.40,2226.40,
251513,4,1577,2021-08-11,1184562.00,177684.30,1362246.30,
251517,7,1578,2021-08-11,525480.60,78822.09,604302.69,
251992,4,1579,2021-08-12,1188126.00,178218.90,1366344.90,
251996,7,1580,2021-08-12,525815.30,78872.30,604687.60,
252397,4,1581,2021-08-13,1192314.00,178847.10,1371161.10,
252401,7,1582,2021-08-13,526124.10,78918.62,605042.72,
252710,4,1583,2021-08-14,1192998.00,178949.70,1371947.70,
252714,7,1584,2021-08-14,525944.80,78891.72,604836.52,
253200,4,1585,2021-08-17,1195326.00,179298.90,1374624.90,
253204,7,1586,2021-08-17,526882.70,79032.41,605915.11,
253208,4,1587,2021-08-17,756.00,113.40,869.40,
253503,4,1588,2021-08-18,1196526.00,179478.90,1376004.90,
253507,7,1589,2021-08-18,525764.10,78864.62,604628.72,
253722,4,1590,2021-08-19,1197726.00,179658.90,1377384.90,
253726,7,1591,2021-08-19,526098.80,78914.82,605013.62,
253968,4,1592,2021-08-20,1197930.00,179689.50,1377619.50,
253972,7,1593,2021-08-20,526948.30,79042.25,605990.55,
254324,4,1594,2021-08-21,1197432.00,179614.80,1377046.80,
254328,7,1595,2021-08-21,527924.40,79188.66,607113.06,
254805,4,1596,2021-08-24,1199982.00,179997.30,1379979.30,
254809,7,1597,2021-08-24,527749.10,79162.37,606911.47,
254813,4,1598,2021-08-24,2010.00,301.50,2311.50,
254815,7,1599,2021-08-24,230.40,34.56,264.96,
255193,4,1600,2021-08-25,1203240.00,180486.00,1383726.00,
255197,7,1601,2021-08-25,526930.20,79039.53,605969.73,
255529,4,1602,2021-08-26,1205718.00,180857.70,1386575.70,
255533,7,1603,2021-08-26,529175.10,79376.27,608551.37,
255810,4,1604,2021-08-27,1209228.00,181384.20,1390612.20,
255814,7,1605,2021-08-27,530211.80,79531.77,609743.57,
256295,4,1606,2021-08-28,1212048.00,181807.20,1393855.20,
256299,7,1607,2021-08-28,531659.70,79748.96,611408.66,
256930,4,1608,2021-08-31,1216866.00,182529.90,1399395.90,
256934,7,1609,2021-08-31,532310.10,79846.52,612156.62,
256936,4,1610,2021-08-31,360.00,54.00,414.00,
256938,7,1611,2021-08-31,76.80,11.52,88.32,
257129,4,1612,2021-09-01,1215714.00,182357.10,1398071.10,
257133,7,1613,2021-09-01,531772.80,79765.92,611538.72,
257391,4,1614,2021-09-02,1216674.00,182501.10,1399175.10,
257395,7,1615,2021-09-02,532072.50,79810.88,611883.38,
257771,4,1616,2021-09-03,1221582.00,183237.30,1404819.30,
257775,7,1617,2021-09-03,531761.80,79764.27,611526.07,
258112,4,1618,2021-09-04,1223628.00,183544.20,1407172.20,
258116,7,1619,2021-09-04,532052.50,79807.88,611860.38,
258780,4,1620,2021-09-07,1228056.00,184208.40,1412264.40,
258784,7,1621,2021-09-07,533023.20,79953.48,612976.68,
258791,4,1622,2021-09-07,3558.00,533.70,4091.70,
258793,7,1623,2021-09-07,153.60,23.04,176.64,
259246,4,1624,2021-09-08,1232622.00,184893.30,1417515.30,
259250,7,1625,2021-09-08,534637.50,80195.63,614833.13,
259690,4,1626,2021-09-09,1234776.00,185216.40,1419992.40,
259694,7,1627,2021-09-09,534993.80,80249.07,615242.87,
260053,4,1628,2021-09-10,1234896.00,185234.40,1420130.40,
260057,7,1629,2021-09-10,536977.00,80546.55,617523.55,
260386,4,1630,2021-09-11,1236396.00,185459.40,1421855.40,
260390,7,1631,2021-09-11,539857.70,80978.66,620836.36,
261138,4,1632,2021-09-14,1243944.00,186591.60,1430535.60,
261142,7,1633,2021-09-14,540188.40,81028.26,621216.66,
261144,7,1634,2021-09-14,268.80,40.32,309.12,
261371,4,1635,2021-09-15,1242516.00,186377.40,1428893.40,
261375,7,1636,2021-09-15,539722.60,80958.39,620680.99,
261755,4,1637,2021-09-16,1243422.00,186513.30,1429935.30,
261759,7,1638,2021-09-16,543369.30,81505.40,624874.70,
261996,4,1639,2021-09-17,1242594.00,186389.10,1428983.10,
262000,7,1640,2021-09-17,543190.00,81478.50,624668.50,
262464,4,1641,2021-09-18,1243926.00,186588.90,1430514.90,
262468,7,1642,2021-09-18,544375.90,81656.39,626032.29,
263045,4,1643,2021-09-21,1243278.00,186491.70,1429769.70,
263049,7,1644,2021-09-21,545774.10,81866.12,627640.22,
263052,4,1645,2021-09-21,1026.00,153.90,1179.90,
263055,7,1646,2021-09-21,2807.50,421.13,3228.63,
263452,4,1647,2021-09-22,1247328.00,187099.20,1434427.20,
263456,7,1648,2021-09-22,549166.20,82374.93,631541.13,
263941,4,1649,2021-09-23,1252482.00,187872.30,1440354.30,
263945,7,1650,2021-09-23,550367.30,82555.10,632922.40,
264469,4,1651,2021-09-24,1256274.00,188441.10,1444715.10,
264473,7,1652,2021-09-24,550246.60,82536.99,632783.59,
264697,4,1653,2021-09-25,1256664.00,188499.60,1445163.60,
264701,7,1654,2021-09-25,549992.50,82498.88,632491.38,
265271,4,1655,2021-09-28,1256232.00,188434.80,1444666.80,
265275,7,1656,2021-09-28,551992.20,82798.83,634791.03,
265281,4,1657,2021-09-28,3144.00,471.60,3615.60,
265556,4,1658,2021-09-29,1260420.00,189063.00,1449483.00,
265560,7,1659,2021-09-29,552372.40,82855.86,635228.26,
265989,4,1660,2021-09-30,1265826.00,189873.90,1455699.90,
265993,7,1661,2021-09-30,560283.10,84042.47,644325.57,
266400,4,1662,2021-10-01,1267662.00,190149.30,1457811.30,
266404,7,1663,2021-10-01,560303.30,84045.50,644348.80,
266620,4,1664,2021-10-02,1268544.00,190281.60,1458825.60,
266624,7,1665,2021-10-02,560460.50,84069.08,644529.58,
267284,4,1666,2021-10-05,1273230.00,190984.50,1464214.50,
267288,7,1667,2021-10-05,561363.70,84204.56,645568.26,
267291,4,1668,2021-10-05,1428.00,214.20,1642.20,
267293,7,1669,2021-10-05,237.50,35.63,273.13,
267511,4,1670,2021-10-06,1273542.00,191031.30,1464573.30,
267515,7,1671,2021-10-06,560323.50,84048.53,644372.03,
268024,4,1672,2021-10-07,1278414.00,191762.10,1470176.10,
268028,7,1673,2021-10-07,561789.20,84268.38,646057.58,
268285,4,1674,2021-10-08,1278468.00,191770.20,1470238.20,
268289,7,1675,2021-10-08,562037.40,84305.61,646343.01,
268665,4,1676,2021-10-09,1279518.00,191927.70,1471445.70,
268669,7,1677,2021-10-09,562086.50,84312.98,646399.48,
269308,4,1678,2021-10-12,1279158.00,191873.70,1471031.70,
269312,7,1679,2021-10-12,566177.60,84926.64,651104.24,
269315,4,1680,2021-10-12,372.00,55.80,427.80,
269317,7,1681,2021-10-12,115.20,17.28,132.48,
269592,4,1682,2021-10-13,1280142.00,192021.30,1472163.30,
269596,7,1683,2021-10-13,565607.70,84841.16,650448.86,
269871,4,1684,2021-10-14,1280778.00,192116.70,1472894.70,
269875,7,1685,2021-10-14,566408.40,84961.26,651369.66,
270327,4,1686,2021-10-15,1282434.00,192365.10,1474799.10,
270331,7,1687,2021-10-15,566934.70,85040.21,651974.91,
270630,4,1688,2021-10-16,1285152.00,192772.80,1477924.80,
270634,7,1689,2021-10-16,568269.20,85240.38,653509.58,
271312,4,1690,2021-10-19,1287882.00,193182.30,1481064.30,
271316,7,1691,2021-10-19,569826.60,85473.99,655300.59,
271319,4,1692,2021-10-19,1290.00,193.50,1483.50,
271321,7,1693,2021-10-19,285.00,42.75,327.75,
271829,4,1694,2021-10-20,1293966.00,194094.90,1488060.90,
271833,7,1695,2021-10-20,572617.90,85892.69,658510.59,
272213,4,1696,2021-10-21,1294872.00,194230.80,1489102.80,
272217,7,1697,2021-10-21,572058.60,85808.79,657867.39,
272746,4,1698,2021-10-22,1299384.00,194907.60,1494291.60,
272750,7,1699,2021-10-22,573307.00,85996.05,659303.05,
273140,4,1700,2021-10-23,1301760.00,195264.00,1497024.00,
273144,7,1701,2021-10-23,575604.90,86340.74,661945.64,
273580,4,1702,2021-10-26,1304628.00,195694.20,1500322.20,
273584,7,1703,2021-10-26,575895.60,86384.34,662279.94,
273588,4,1704,2021-10-26,1836.00,275.40,2111.40,
273590,7,1705,2021-10-26,1360.00,204.00,1564.00,
273950,4,1706,2021-10-27,1306524.00,195978.60,1502502.60,
273954,7,1707,2021-10-27,578807.60,86821.14,665628.74,
274184,4,1708,2021-10-28,1307004.00,196050.60,1503054.60,
274188,7,1709,2021-10-28,579608.30,86941.25,666549.55,
274554,4,1710,2021-10-29,1307340.00,196101.00,1503441.00,
274558,7,1711,2021-10-29,581983.00,87297.45,669280.45,
274874,4,1712,2021-10-30,1308906.00,196335.90,1505241.90,
274878,7,1713,2021-10-30,581566.20,87234.93,668801.13,
275478,4,1714,2021-11-02,1312404.00,196860.60,1509264.60,
275482,7,1715,2021-11-02,581917.40,87287.61,669205.01,
275487,4,1716,2021-11-02,3504.00,525.60,4029.60,
275489,7,1717,2021-11-02,1360.00,204.00,1564.00,
275777,4,1718,2021-11-03,1319928.00,197989.20,1517917.20,
275781,7,1719,2021-11-03,583014.20,87452.13,670466.33,
276313,4,1720,2021-11-04,1323114.00,198467.10,1521581.10,
276317,7,1721,2021-11-04,583866.30,87579.95,671446.25,
276745,4,1722,2021-11-05,1326168.00,198925.20,1525093.20,
276749,7,1723,2021-11-05,584116.50,87617.48,671733.98,
277097,4,1724,2021-11-06,1327620.00,199143.00,1526763.00,
277101,7,1725,2021-11-06,583557.20,87533.58,671090.78,
277561,4,1726,2021-11-09,1328040.00,199206.00,1527246.00,
277565,7,1727,2021-11-09,584935.40,87740.31,672675.71,
277567,4,1728,2021-11-09,336.00,50.40,386.40,
277569,7,1729,2021-11-09,95.00,14.25,109.25,
277891,4,1730,2021-11-10,1327116.00,199067.40,1526183.40,
277895,7,1731,2021-11-10,586219.70,87932.96,674152.66,
278305,4,1732,2021-11-11,1332300.00,199845.00,1532145.00,
278309,7,1733,2021-11-11,586510.30,87976.55,674486.85,
278764,4,1734,2021-11-12,1338606.00,200790.90,1539396.90,
278768,7,1735,2021-11-12,590252.00,88537.80,678789.80,
278980,4,1736,2021-11-13,1339128.00,200869.20,1539997.20,
278984,7,1737,2021-11-13,591546.30,88731.95,680278.25,
279647,4,1738,2021-11-16,1340484.00,201072.60,1541556.60,
279651,7,1739,2021-11-16,594101.50,89115.23,683216.73,
279655,4,1740,2021-11-16,3312.00,496.80,3808.80,
279658,7,1741,2021-11-16,550.00,82.50,632.50,
279844,4,1742,2021-11-17,1344132.00,201619.80,1545751.80,
279848,7,1743,2021-11-17,594223.60,89133.54,683357.14,
280098,4,1744,2021-11-18,1344396.00,201659.40,1546055.40,
280102,7,1745,2021-11-18,595674.90,89351.24,685026.14,
280525,4,1746,2021-11-19,1345704.00,201855.60,1547559.60,
280529,7,1747,2021-11-19,595638.10,89345.72,684983.82,
280917,4,1748,2021-11-20,1348830.00,202324.50,1551154.50,
280921,7,1749,2021-11-20,598688.80,89803.32,688492.12,
281581,4,1750,2021-11-23,1350594.00,202589.10,1553183.10,
281585,7,1751,2021-11-23,599747.00,89962.05,689709.05,
281587,4,1752,2021-11-23,420.00,63.00,483.00,
282054,4,1753,2021-11-24,1353378.00,203006.70,1556384.70,
282058,7,1754,2021-11-24,599114.50,89867.18,688981.68,
282612,4,1755,2021-11-25,1357716.00,203657.40,1561373.40,
282616,7,1756,2021-11-25,599125.20,89868.78,688993.98,
282929,4,1757,2021-11-26,1361142.00,204171.30,1565313.30,
282933,7,1758,2021-11-26,600425.10,90063.77,690488.87,
283156,4,1759,2021-11-27,1362090.00,204313.50,1566403.50,
283160,7,1760,2021-11-27,599942.60,89991.39,689933.99,
283541,4,1761,2021-11-30,1364022.00,204603.30,1568625.30,
283545,7,1762,2021-11-30,600465.30,90069.80,690535.10,
283547,4,1763,2021-11-30,420.00,63.00,483.00,
283775,4,1764,2021-12-01,1366566.00,204984.90,1571550.90,
283779,7,1765,2021-12-01,599697.60,89954.64,689652.24,
284209,4,1766,2021-12-02,1370376.00,205556.40,1575932.40,
284213,7,1767,2021-12-02,599748.70,89962.31,689711.01,
284440,4,1768,2021-12-03,1371414.00,205712.10,1577126.10,
284444,7,1769,2021-12-03,600324.60,90048.69,690373.29,
284924,4,1770,2021-12-04,1373844.00,206076.60,1579920.60,
284928,7,1771,2021-12-04,602353.60,90353.04,692706.64,
285477,4,1772,2021-12-07,1373976.00,206096.40,1580072.40,
285481,7,1773,2021-12-07,601794.30,90269.15,692063.45,
285485,4,1774,2021-12-07,1908.00,286.20,2194.20,
285488,7,1775,2021-12-07,2116.80,317.52,2434.32,
285834,4,1776,2021-12-08,1377912.00,206686.80,1584598.80,
285838,7,1777,2021-12-08,605852.40,90877.86,696730.26,
286341,4,1778,2021-12-09,1379190.00,206878.50,1586068.50,
286345,7,1779,2021-12-09,608486.30,91272.95,699759.25,
286749,4,1780,2021-12-10,1381506.00,207225.90,1588731.90,
286753,7,1781,2021-12-10,608612.60,91291.89,699904.49,
287123,4,1782,2021-12-11,1383138.00,207470.70,1590608.70,
287127,7,1783,2021-12-11,608245.30,91236.80,699482.10,
287547,4,1784,2021-12-14,1382874.00,207431.10,1590305.10,
287551,7,1785,2021-12-14,608070.00,91210.50,699280.50,
287555,4,1786,2021-12-14,1890.00,283.50,2173.50,
287558,7,1787,2021-12-14,2080.00,312.00,2392.00,
287834,4,1788,2021-12-15,1386162.00,207924.30,1594086.30,
287838,7,1789,2021-12-15,611634.10,91745.12,703379.22,
288190,4,1790,2021-12-16,1387824.00,208173.60,1595997.60,
288194,7,1791,2021-12-16,612589.70,91888.46,704478.16,
288501,4,1792,2021-12-17,1389144.00,208371.60,1597515.60,
288505,7,1793,2021-12-17,613070.40,91960.56,705030.96,
288848,4,1794,2021-12-18,1388148.00,208222.20,1596370.20,
288852,7,1795,2021-12-18,613216.50,91982.48,705198.98,
289320,4,1796,2021-12-21,1389096.00,208364.40,1597460.40,
289324,7,1797,2021-12-21,614219.70,92132.96,706352.66,
289328,4,1798,2021-12-21,1440.00,216.00,1656.00,
289331,7,1799,2021-12-21,1352.50,202.88,1555.38,
289559,4,1800,2021-12-22,1392264.00,208839.60,1601103.60,
289563,7,1801,2021-12-22,617284.70,92592.71,709877.41,
289973,4,1802,2021-12-23,1394808.00,209221.20,1604029.20,
289977,7,1803,2021-12-23,617145.80,92571.87,709717.67,
290382,4,1804,2021-12-24,1396668.00,209500.20,1606168.20,
290386,7,1805,2021-12-24,619284.00,92892.60,712176.60,
290625,4,1806,2021-12-25,1396644.00,209496.60,1606140.60,
290629,7,1807,2021-12-25,619437.20,92915.58,712352.78,
291092,4,1808,2021-12-28,1400640.00,210096.00,1610736.00,
291096,7,1809,2021-12-28,620502.90,93075.44,713578.34,
291098,4,1810,2021-12-28,504.00,75.60,579.60,
291101,7,1811,2021-12-28,1890.00,283.50,2173.50,
291430,4,1812,2021-12-29,1399800.00,209970.00,1609770.00,
291434,7,1813,2021-12-29,626330.30,93949.55,720279.85,
291917,4,1814,2021-12-30,1402392.00,210358.80,1612750.80,
291921,7,1815,2021-12-30,626037.80,93905.67,719943.47,
292146,4,1816,2021-12-31,1401168.00,210175.20,1611343.20,
292150,7,1817,2021-12-31,625906.00,93885.90,719791.90,
292625,4,1818,2022-01-01,1406472.00,210970.80,1617442.80,
292629,7,1819,2022-01-01,625385.10,93807.77,719192.87,
293109,4,1820,2022-01-04,1406610.00,210991.50,1617601.50,
293113,7,1821,2022-01-04,626474.60,93971.19,720445.79,
293115,1,1822,2022-01-04,1995.00,199.50,2194.50,
293121,4,1823,2022-01-04,2964.00,444.60,3408.60,
293124,1,1824,2022-01-04,3420.00,342.00,3762.00,
